{{1.0647925628051476, 0., 0.}, {0., 0.8, 0.}, {0., 0., 1.1739375758851394}}
{{1.0635357075345602, 0., 0.}, {0., 0.802, 0.}, {0., 0., 1.172393916051886}}
{{1.062288070549344, 0., 0.}, {0., 0.804, 0.}, {0., 0., 1.1708510422075653}}
{{1.0610497163469301, 0., 0.}, {0., 0.806, 0.}, {0., 0., 1.1693088174543345}}
{{1.0598207123903542, 0., 0.}, {0., 0.808, 0.}, {0., 0., 1.1677671024043874}}
{{1.0586011291295108, 0., 0.}, {0., 0.81, 0.}, {0., 0., 1.1662257551621495}}
{{1.057391040020503, 0., 0.}, {0., 0.812, 0.}, {0., 0., 1.1646846313093209}}
{{1.0561905215429934, 0., 0.}, {0., 0.8140000000000001, 0.}, {0., 0., 1.1631435838928998}}
{{1.0549996532154073, 0., 0.}, {0., 0.8160000000000001, 0.}, {0., 0., 1.161602463416368}}
{{1.0538185176078425, 0., 0.}, {0., 0.8180000000000001, 0.}, {0., 0., 1.1600611178342273}}
{{1.0526472003525562, 0., 0.}, {0., 0.8200000000000001, 0.}, {0., 0., 1.1585193925500472}}
{{1.0514857901517973, 0., 0.}, {0., 0.8220000000000001, 0.}, {0., 0., 1.1569771304183045}}
{{1.0503343787828432, 0., 0.}, {0., 0.8240000000000001, 0.}, {0., 0., 1.1554341717501937}}
{{1.0491930610999818, 0., 0.}, {0., 0.8260000000000001, 0.}, {0., 0., 1.1538903543237087}}
{{1.0480619350332265, 0., 0.}, {0., 0.8280000000000001, 0.}, {0., 0., 1.1523455133982565}}
{{1.0469411015834962, 0., 0.}, {0., 0.8300000000000001, 0.}, {0., 0., 1.1507994817341176}}
{{1.0458306648139684, 0., 0.}, {0., 0.8320000000000001, 0.}, {0., 0., 1.1492520896170837}}
{{1.0447307318373142, 0., 0.}, {0., 0.8340000000000001, 0.}, {0., 0., 1.1477031648886213}}
{{1.043641412798457, 0., 0.}, {0., 0.8360000000000001, 0.}, {0., 0., 1.1461525329819646}}
{{1.0425628208525004, 0., 0.}, {0., 0.8380000000000001, 0.}, {0., 0., 1.144600016964537}}
{{1.041495072137429, 0., 0.}, {0., 0.8400000000000001, 0.}, {0., 0., 1.1430454375871526}}
{{1.0404382857411345, 0., 0.}, {0., 0.8420000000000001, 0.}, {0., 0., 1.141488613340493}}
{{1.0393925836623312, 0., 0.}, {0., 0.8440000000000001, 0.}, {0., 0., 1.1399293605193428}}
{{1.0383580907648224, 0., 0.}, {0., 0.8460000000000001, 0.}, {0., 0., 1.1383674932951742}}
{{1.037334934724608, 0., 0.}, {0., 0.8480000000000001, 0.}, {0., 0., 1.1368028237976333}}
{{1.0363232459692193, 0., 0.}, {0., 0.8500000000000001, 0.}, {0., 0., 1.1352351622055936}}
{{1.0353231576086934, 0., 0.}, {0., 0.8520000000000001, 0.}, {0., 0., 1.1336643168484053}}
{{1.034334805357466, 0., 0.}, {0., 0.8540000000000001, 0.}, {0., 0., 1.1320900943181027}}
{{1.0333583274465117, 0., 0.}, {0., 0.8560000000000001, 0.}, {0., 0., 1.1305122995932788}}
{{1.0323938645249182, 0., 0.}, {0., 0.8580000000000001, 0.}, {0., 0., 1.1289307361754808}}
{{1.031441559550116, 0., 0.}, {0., 0.8600000000000001, 0.}, {0., 0., 1.1273452062389195}}
{{1.0305015576658536, 0., 0.}, {0., 0.8620000000000001, 0.}, {0., 0., 1.1257555107944446}}
{{1.0295740060670069, 0., 0.}, {0., 0.8640000000000001, 0.}, {0., 0., 1.1241614498686952}}
{{1.028659053850248, 0., 0.}, {0., 0.8660000000000001, 0.}, {0., 0., 1.122562822699421}}
{{1.0277568518495006, 0., 0.}, {0., 0.8680000000000001, 0.}, {0., 0., 1.1209594279480393}}
{{1.0268675524551183, 0., 0.}, {0., 0.8700000000000001, 0.}, {0., 0., 1.1193510639304771}}
{{1.0259913094156148, 0., 0.}, {0., 0.8720000000000001, 0.}, {0., 0., 1.1177375288674494}}
{{1.0251282776207324, 0., 0.}, {0., 0.874, 0.}, {0., 0., 1.1161186211553402}}
{{1.0242786128645827, 0., 0.}, {0., 0.876, 0.}, {0., 0., 1.1144941396589005}}
